1,261.1,1683,2853
2,260,2173,3183
3,258.1,1980,3171
4,258.8,2230,2644
5,257.8,2132,3532
6,258.1,1622,3193
7,257.3,2042,3580
8,256.8,1942,4395
9,257.2,1912,3330
10,258.6,1938,2776
11,257.8,2144,3008
12,256.9,2224,2941
13,256.1,2003,3574
14,257.3,1826,3513
15,255.8,2068,2823
16,256.4,1760,2852
17,254,1506,3121
18,253,1792,2690
19,252.9,1585,2997
20,252.8,1920,3266
